Machine_ID,Timestamp,temprature_C,Vibration_m_s2,Pressure_bar,Humidity_%,Oil_Level_%,Load_Capacity_%,Maintenance_History,Failure_Type
1028,17-01-2024 23:49,70.62,0.8,3.45,42,43.99,70.72,0,Wear
1084,19-01-2024 09:30,67.04,0.56,2.77,69,38.29,75.38,1,Good_Maintenance
1078,15-01-2024 07:04,74.41,0.81,3.24,50,61.55,78.7,0,Wear
1051,04-01-2024 07:51,69.94,0.53,2.4,44,53.21,73.22,1,Good_Maintenance
1026,23-01-2024 00:56,79.24,0.7,3.37,40,53.02,82.2,1,Overheating
1049,01-01-2024 05:29,79.07,0.5,3.38,45,67.19,72.42,1,Overheating
1094,07-01-2024 03:31,72.53,0.59,3.5,69,32.07,78.44,0,Electrical
1078,17-01-2024 01:26,69.36,0.41,3.45,38,47.88,77.97,0,Electrical
1022,15-01-2024 19:00,67.81,0.59,2.98,42,53.78,84.48,1,Good_Maintenance
1087,08-01-2024 01:24,73.84,0.47,2.79,32,70.15,78.35,1,Good_Maintenance
1043,18-01-2024 00:29,73.86,0.91,2.92,29,49.51,83.69,1,Good_Maintenance
1076,04-01-2024 23:03,67.81,0.55,3.15,48,45.17,81.5,0,Hydraulic
1021,19-01-2024 19:49,72.31,0.42,2.69,65,52.17,73.72,0,Hydraulic
1042,16-01-2024 15:54,63.81,0.7,3.06,71,57.31,90.5,0,Hydraulic
1036,20-01-2024 05:16,73.61,0.42,3.06,53,61.92,84.87,0,Hydraulic
1060,17-01-2024 12:44,64.48,0.73,3.65,33,64.71,74.68,0,Wear
1096,26-01-2024 15:23,76.18,0.52,3.39,66,30.87,74.15,1,Overheating
1055,21-01-2024 16:42,67.47,0.59,2.91,42,42.33,85.53,0,Mechanical
1002,18-01-2024 05:15,83.39,0.57,3.32,70,58.64,83.95,1,Overheating
1062,02-01-2024 19:31,70.31,0.56,3.37,42,52.61,82.84,1,Good_Maintenance
1018,16-01-2024 07:55,71.9,0.61,2.51,72,54.35,74.63,0,Hydraulic
1022,12-01-2024 10:39,58.81,0.5,4.03,52,43.75,76.4,0,Electrical
1028,07-01-2024 09:00,81.25,0.44,3.13,61,52.41,86,0,Hydraulic
1029,07-01-2024 11:04,69.7,0.61,2.84,34,47.68,82.42,0,Hydraulic
1038,11-01-2024 03:30,83.92,0.54,3.21,44,54.75,75.79,1,Overheating
1024,06-01-2024 20:37,70.39,0.41,2.83,62,55.09,86.45,0,Hydraulic
1007,30-01-2024 22:38,68.29,0.69,2.5,65,53.25,89.48,1,Good_Maintenance
1057,09-01-2024 16:41,65.91,0.6,3.43,47,52.75,77.11,0,Electrical
1015,17-01-2024 16:28,75.14,0.44,3.22,72,48.3,76.14,1,Overheating
1071,28-01-2024 07:28,74.17,0.56,3.3,67,65.89,87.01,0,Hydraulic
1000,19-01-2024 23:01,59.33,0.58,2.52,44,61.19,87.71,0,Hydraulic
1004,27-01-2024 09:35,65.45,0.45,3.38,47,50.55,87.61,0,Hydraulic
1002,16-01-2024 02:20,75.78,1.07,3.11,74,58.59,81.55,0,Wear
1064,26-01-2024 14:05,64.84,0.6,2.7,29,70.28,77.05,0,Hydraulic
1003,15-01-2024 18:42,63.46,0.57,2.84,51,40.97,84.15,0,Mechanical
1098,08-01-2024 12:58,71.57,0.97,3.83,33,43.02,77.97,1,Good_Maintenance
1095,11-01-2024 13:06,70.7,0.67,3.03,67,50.86,77.67,0,Hydraulic
1063,24-01-2024 17:45,66.29,0.78,3.81,65,53.13,80.52,0,Electrical
1097,22-01-2024 15:54,84.14,0.61,2.82,60,44.66,79.74,1,Overheating
1088,18-01-2024 12:30,68.81,0.61,2.97,64,57.06,77.1,0,Hydraulic
1009,19-01-2024 18:18,59.88,0.47,3.03,61,49.18,74.32,0,Wear
1020,18-01-2024 03:05,57.05,0.7,3.51,27,60.93,78.64,1,Good_Maintenance
1045,29-01-2024 23:22,78.18,0.88,3.3,60,43.32,76.5,0,Wear
1090,28-01-2024 21:19,61.22,0.84,3.27,72,41.41,72.88,1,Good_Maintenance
1026,30-01-2024 22:59,70.24,0.42,3.61,69,48.05,80.56,1,Good_Maintenance
1065,15-01-2024 22:36,63.01,0.88,3.44,59,48.49,80.69,0,Wear
1040,25-01-2024 11:52,69.18,0.48,2.66,60,41.04,83.47,0,Mechanical
1012,18-01-2024 03:13,72.78,0.46,3.58,53,51.06,80.51,0,Electrical
1008,04-01-2024 15:19,59.08,0.47,2.77,57,43.45,79.48,0,Mechanical
1035,19-01-2024 08:15,66.35,0.54,3.59,50,69,83.41,1,Good_Maintenance
1085,27-01-2024 07:28,64.61,0.31,3.38,32,49.4,80.53,0,Hydraulic
1089,19-01-2024 21:15,62.28,0.61,3.43,33,53.68,81.22,1,Good_Maintenance
1057,28-01-2024 04:41,66.99,0.56,3.02,46,37.54,82.55,1,Wear
1053,21-01-2024 08:43,65.01,0.61,2.77,29,55.5,76.95,1,Good_Maintenance
1011,25-01-2024 06:44,76.98,0.53,3.14,68,41.94,84.6,1,Overheating
1080,26-01-2024 03:54,64.27,0.36,3.32,65,59.14,79.97,1,Good_Maintenance
1077,22-01-2024 08:43,73.61,0.56,3.43,60,34.6,79.25,1,Good_Maintenance
1013,25-01-2024 01:54,73.33,0.78,2.99,56,49.68,84.54,1,Good_Maintenance
1033,13-01-2024 13:45,57.99,0.45,2.93,54,60.33,77.41,0,Hydraulic
1052,21-01-2024 15:39,65.95,0.47,3.07,73,51.76,77.8,1,Good_Maintenance
1019,23-01-2024 04:49,69.12,0.67,3.52,68,48.6,82.27,0,Electrical
1074,11-01-2024 01:37,72.12,0.41,2.48,69,63.37,80.89,1,Good_Maintenance
1015,02-01-2024 06:16,68.11,0.63,3.09,67,41.79,96.45,1,Good_Maintenance
1094,19-01-2024 09:23,78.34,0.67,2.92,41,38.29,85.01,1,Overheating
1069,16-01-2024 09:19,70.84,0.52,3.4,54,39.56,68.04,0,Mechanical
1055,03-01-2024 16:09,73.56,0.49,3.63,71,39.94,81.4,0,Electrical
1082,16-01-2024 00:12,65.26,0.39,2.55,33,54.16,70.78,0,Hydraulic
1057,28-01-2024 12:17,73.68,0.48,3.33,28,46.99,77.93,0,Hydraulic
1003,24-01-2024 11:46,85.49,0.69,3.55,36,59.84,80.88,0,Electrical
1003,13-01-2024 23:46,74.21,0.73,2.81,59,54.61,77.7,1,Good_Maintenance
1019,18-01-2024 01:23,78.82,0.61,3.59,44,53.65,69.04,1,Overheating
1009,04-01-2024 00:39,67.67,0.51,2.8,41,32.64,80.3,1,Good_Maintenance
1023,22-01-2024 07:09,77.39,0.61,3.44,46,55.72,77.19,1,Overheating
1098,09-01-2024 21:29,78.09,0.48,3.67,31,62.49,83.21,1,Wear
1025,27-01-2024 16:28,71.96,0.63,2.9,63,51.03,70.52,0,Hydraulic
1036,21-01-2024 10:54,69.4,0.71,3.09,68,40.33,76.36,1,Good_Maintenance
1084,06-01-2024 00:54,58.04,0.53,3.65,66,34.48,84.07,0,Electrical
1053,18-01-2024 05:05,69.74,0.48,2.25,32,59.96,68.85,1,Good_Maintenance
1020,02-01-2024 10:53,74.52,0.53,3.39,33,51.02,82.38,1,Good_Maintenance
1073,29-01-2024 11:05,63.88,0.76,3.92,70,36.4,76.1,1,Good_Maintenance
1037,23-01-2024 05:29,59.84,1.02,2.01,30,53.82,78.83,1,Good_Maintenance
1045,12-01-2024 11:58,70.82,0.7,3.63,43,49.78,74.28,0,Electrical
1003,13-01-2024 07:18,71.85,0.59,3.53,46,65.89,78.43,0,Electrical
1059,12-01-2024 14:25,59.22,0.45,3.18,71,41.95,74.77,1,Good_Maintenance
1056,16-01-2024 08:02,70.33,0.44,3.36,44,53.73,73.87,1,Good_Maintenance
1044,09-01-2024 13:42,72.32,0.66,3.3,44,61.86,84.04,0,Hydraulic
1019,09-01-2024 11:59,80.57,0.48,2.98,51,54.61,79.33,0,Hydraulic
1016,23-01-2024 09:54,66.19,0.75,3.69,51,48.43,81.21,1,Good_Maintenance
1070,08-01-2024 22:19,86.69,0.51,3.2,31,46.63,80.33,1,Overheating
1003,30-01-2024 17:52,70.43,0.81,3.36,48,46.88,86.43,1,Good_Maintenance
1092,11-01-2024 10:03,60.38,0.54,2.82,32,44.93,81.91,0,Mechanical
1013,22-01-2024 10:26,67.36,0.77,2.27,27,42.99,82.58,0,Wear
1002,16-01-2024 06:28,61.1,0.7,2.73,35,61.37,83.6,1,Good_Maintenance
1087,30-01-2024 21:07,68.66,0.73,3.93,60,60.49,75.71,1,Good_Maintenance
1079,18-01-2024 07:08,73.75,0.59,3.46,26,57.28,88.89,0,Electrical
1057,04-01-2024 22:34,72.15,0.5,3.03,25,52.22,73.33,0,Hydraulic
1054,04-01-2024 11:22,60.96,0.75,3.43,31,51.88,81.47,1,Good_Maintenance
1003,20-01-2024 03:27,59.96,0.87,3.37,48,34.35,81.44,0,Wear
1023,01-01-2024 15:10,73.36,0.45,2.48,36,56.97,91.89,0,Hydraulic
1033,21-01-2024 04:32,75.15,0.67,3.54,32,50.13,82.01,1,Wear
1029,24-01-2024 09:57,66.09,0.67,2.44,37,38.03,76.14,1,Good_Maintenance
1081,16-01-2024 03:29,49.7,0.62,2.95,30,60.48,76.83,1,Good_Maintenance
1018,19-01-2024 12:11,60.73,0.81,2.81,63,48.38,77.77,0,Wear
1030,12-01-2024 10:44,77.89,0.48,3.28,48,57.5,80.54,0,Hydraulic
1059,04-01-2024 05:26,64.09,0.76,3.28,48,54.39,80.93,0,Wear
1059,28-01-2024 13:53,67.22,0.56,2,62,40.94,81.99,0,Mechanical
1018,02-01-2024 16:00,74.43,0.25,3.69,68,57.46,80.13,0,Electrical
1048,16-01-2024 09:45,67.55,0.38,3.22,31,43.32,82.65,0,Mechanical
1062,14-01-2024 00:07,81.18,0.61,3.59,34,33.36,74.29,1,Overheating
1082,24-01-2024 00:00,67.01,0.78,3.21,54,57.43,71.96,1,Good_Maintenance
1021,01-01-2024 16:58,63.11,0.76,3.27,63,52,85.51,0,Wear
1023,13-01-2024 04:43,79.46,0.62,2.63,48,51.12,72.04,0,Hydraulic
1075,04-01-2024 14:33,70.38,0.43,2.89,51,57.56,79.56,1,Good_Maintenance
1029,11-01-2024 21:41,61.37,0.42,3.11,54,38.53,75.93,0,Mechanical
1057,03-01-2024 10:56,73.77,0.66,3.48,39,40.48,88.81,0,Electrical
1030,14-01-2024 02:46,67.65,0.59,3.02,26,38.88,89.43,0,Mechanical
1099,26-01-2024 09:47,60.83,0.75,2.91,32,45.28,80.07,1,Good_Maintenance
1063,21-01-2024 10:10,70.76,0.55,2.84,41,53.34,78.45,1,Good_Maintenance
1018,24-01-2024 10:24,68.74,0.48,3.34,72,70.38,78.74,1,Good_Maintenance
1047,27-01-2024 20:25,56.5,0.56,3.16,37,47.57,80.97,0,Hydraulic
1044,12-01-2024 01:57,61.53,0.6,2.85,42,51.63,84.28,1,Good_Maintenance
1099,23-01-2024 19:55,84.92,0.3,3.12,45,35.73,96.84,0,Mechanical
1093,02-01-2024 03:06,70.65,0.67,2.9,60,44.51,74.71,0,Mechanical
1054,18-01-2024 13:19,80.77,0.62,2.81,36,29.43,81.21,1,Overheating
1054,05-01-2024 07:49,72.47,0.74,2.56,67,72.79,79.23,1,Good_Maintenance
1096,05-01-2024 18:37,79.9,0.72,2.66,26,31.08,77.4,0,Wear
1017,24-01-2024 08:42,74.45,0.76,3.18,44,44.82,77.83,0,Wear
1062,27-01-2024 14:31,62.43,0.85,2.39,47,48.56,79.45,0,Wear
1091,23-01-2024 11:16,74.85,0.62,2.86,45,67.68,80.98,1,Overheating
1046,03-01-2024 15:29,62.38,0.27,3.46,55,52.24,81.88,1,Good_Maintenance
1074,25-01-2024 05:15,77.43,0.73,3.59,40,35.95,82.5,0,Wear
1056,07-01-2024 13:45,71.74,0.78,3.35,37,46.98,72.98,1,Good_Maintenance
1044,01-01-2024 09:19,70.15,0.57,3.53,28,50.61,76.63,1,Good_Maintenance
1032,06-01-2024 18:28,66.49,0.3,3.21,26,43.54,82.71,0,Mechanical
1016,15-01-2024 19:53,76.39,0.76,2.78,74,42.58,87.2,0,Wear
1069,11-01-2024 14:10,68.74,0.6,3.47,25,41.85,82.39,1,Good_Maintenance
1003,25-01-2024 20:54,54.72,0.4,3.39,50,42.14,78.5,1,Good_Maintenance
1019,12-01-2024 09:47,56.29,0.56,2.98,54,40.69,82.37,0,Mechanical
1046,24-01-2024 02:36,59.85,0.6,2.95,62,41.04,81.28,1,Good_Maintenance
1090,05-01-2024 05:47,76.27,0.56,3.18,44,46.56,74.76,1,Overheating
1014,10-01-2024 08:36,76.88,0.52,3.65,49,57.33,79.12,0,Electrical
1069,03-01-2024 09:19,72.6,0.74,3.05,43,37.11,80.86,1,Good_Maintenance
1046,15-01-2024 02:32,72.52,0.8,1.98,51,41.72,83.6,0,Wear
1077,16-01-2024 03:15,81.57,0.89,3.37,34,50.38,87.11,0,Wear
1074,10-01-2024 02:56,72.74,0.45,2.76,65,55.05,88.95,1,Good_Maintenance
1008,10-01-2024 20:07,75.1,0.8,3.38,41,64.63,71.64,0,Wear
1089,13-01-2024 00:20,69.91,0.63,3.36,71,56.87,79.06,1,Good_Maintenance
1015,12-01-2024 22:22,66.31,0.66,3.82,26,51.36,87.48,1,Good_Maintenance
1068,04-01-2024 10:51,67.76,0.78,3.16,41,49.52,83.87,0,Wear
1060,19-01-2024 16:29,86.41,0.59,3.4,31,48.56,84.11,1,Overheating
1009,14-01-2024 15:39,61.31,0.57,3.25,40,38.15,76.36,1,Good_Maintenance
1049,22-01-2024 19:23,72.51,0.5,3.55,73,53.74,76.55,0,Electrical
1002,24-01-2024 07:46,57.88,0.43,1.78,51,45.43,83.29,0,Hydraulic
1076,08-01-2024 04:40,65.12,0.51,2.93,25,51.31,77.61,0,Overheating
1093,15-01-2024 21:04,76.19,0.63,3.1,46,40.45,74.32,0,Mechanical
1069,23-01-2024 13:39,55.52,0.59,3.22,46,48.86,80.51,1,Good_Maintenance
1080,03-01-2024 03:05,77.24,0.54,2.71,51,40.52,79.03,0,Mechanical
1050,03-01-2024 06:19,86.38,0.55,3.32,40,55.12,84.34,0,Hydraulic
1018,09-01-2024 13:00,72.92,0.76,3.55,60,47.21,82.06,0,Wear
1041,24-01-2024 04:10,80.1,0.63,2.92,40,51.54,89.67,0,Hydraulic
1034,03-01-2024 23:35,71.98,0.45,2.81,48,45.4,75.05,1,Good_Maintenance
1045,19-01-2024 21:29,75.69,0.61,3.36,59,56.66,80.22,0,Hydraulic
1025,30-01-2024 16:31,73.63,0.69,3.26,57,53.34,82.83,0,Hydraulic
1068,26-01-2024 04:55,65.92,0.74,3.29,41,41.41,82.64,0,Wear
1092,15-01-2024 12:47,65.2,0.68,2.62,29,40.61,81.28,1,Good_Maintenance
1063,25-01-2024 00:19,79.45,0.73,4.29,59,58.47,71.29,1,Hydraulic
1036,07-01-2024 06:32,69.66,0.68,2.21,43,26.84,70.19,1,Good_Maintenance
1083,20-01-2024 05:58,68.87,0.3,3.55,67,63.55,74.63,1,Good_Maintenance
1048,09-01-2024 22:37,68.7,0.58,2.91,71,42.51,82.48,1,Good_Maintenance
1020,29-01-2024 06:51,72.45,0.59,4.41,58,56.24,70.5,1,Mechanical
1073,19-01-2024 12:26,60.52,0.91,3.38,56,53.52,83.3,1,Good_Maintenance
1063,29-01-2024 22:44,68.54,0.71,3.63,49,46.13,78.49,1,Good_Maintenance
1004,05-01-2024 16:46,72.48,0.56,3.4,46,52.79,78.32,0,Hydraulic
1099,16-01-2024 20:29,59.77,0.48,2.22,63,50.37,89.71,1,Good_Maintenance
1069,15-01-2024 01:01,71.67,0.55,3.24,74,57.42,88.94,0,Hydraulic
1089,18-01-2024 10:22,62.82,0.48,3.34,51,42.05,76.63,1,Good_Maintenance
1003,24-01-2024 21:53,72.5,0.93,3.39,57,56.44,83.87,1,Good_Maintenance
1038,12-01-2024 01:32,87.27,0.6,3.67,32,30.4,80.19,0,Electrical
1034,18-01-2024 20:34,69.03,0.72,3.29,54,55.63,84.28,1,Good_Maintenance
1000,28-01-2024 14:23,61.37,0.68,3.52,72,49.76,78.04,1,Good_Maintenance
1023,02-01-2024 18:32,71.9,0.7,2.9,50,54.48,73.33,1,Good_Maintenance
1056,10-01-2024 21:54,73.79,0.47,2.49,39,55.78,79.79,0,Hydraulic
1099,21-01-2024 07:30,62.5,0.8,2.83,60,64.31,84.06,1,Good_Maintenance
1069,02-01-2024 22:48,56.25,0.59,2.9,69,50.95,79.31,0,Hydraulic
1040,11-01-2024 14:55,62.53,0.83,2.83,36,41.03,84.13,1,Good_Maintenance
1053,11-01-2024 04:29,69.61,0.66,2.71,65,67.84,86.37,0,Electrical
1045,08-01-2024 07:23,66.36,0.86,2.82,69,53.33,85.89,1,Good_Maintenance
1059,10-01-2024 13:29,78.62,0.69,3.02,67,58.37,82.35,1,Mechanical
1059,18-01-2024 12:07,74.14,0.57,2.79,36,45.87,73.41,0,Hydraulic
1056,25-01-2024 11:04,70.82,0.81,4.23,28,45.78,70.13,1,Good_Maintenance
1030,18-01-2024 17:57,56.04,0.62,2.64,27,51.12,82.95,0,Hydraulic
1083,27-01-2024 12:31,75.04,0.68,3.38,61,55.38,83.91,0,Hydraulic
1023,10-01-2024 21:26,85.83,0.61,2.98,62,52.73,80.05,1,Overheating
1088,09-01-2024 22:06,76.9,0.52,3.41,56,40.04,81.32,0,Electrical
1035,26-01-2024 18:05,64.74,0.58,3.1,50,65.2,79.53,0,Hydraulic
1084,10-01-2024 08:30,68.91,0.71,3.54,28,38.07,80.34,0,Wear
1029,10-01-2024 03:36,73.67,0.75,3.04,25,53.29,81.91,0,Wear
1023,30-01-2024 02:01,81.09,0.3,3.23,29,50.25,84.52,1,Overheating
1029,10-01-2024 09:46,64.35,0.65,2.32,26,75.27,80.56,0,Hydraulic
1085,05-01-2024 17:25,66.28,0.59,2.65,70,45.66,80.09,0,Hydraulic
1091,12-01-2024 15:48,69.65,0.39,2.58,35,37.74,79.28,1,Good_Maintenance
1006,21-01-2024 09:08,68.95,0.73,3.81,33,56.5,81.16,1,Good_Maintenance
1034,06-01-2024 14:40,76.34,0.87,3.57,32,44.98,69.99,0,Wear
1054,25-01-2024 22:06,72.1,0.82,3.28,63,60.64,84.57,1,Good_Maintenance
1091,17-01-2024 12:04,58.82,0.25,3.62,39,58.76,79.04,1,Good_Maintenance
1013,05-01-2024 14:30,64.75,0.65,2.79,33,57.06,76.08,0,Hydraulic
1009,24-01-2024 03:33,64.98,0.5,3.8,66,42.23,86.89,1,Good_Maintenance
1079,11-01-2024 21:41,52.28,0.53,3.24,74,58.65,78.63,1,Good_Maintenance
1015,11-01-2024 07:39,77.44,0.56,3.1,54,73.05,74.77,1,Overheating
1053,15-01-2024 17:03,71.06,0.27,3.61,53,46.2,83.71,1,Good_Maintenance
1094,29-01-2024 01:58,65.67,0.29,3.58,49,48.04,77.61,1,Good_Maintenance
1088,23-01-2024 01:09,77.22,0.61,2.63,46,48.59,78.12,0,Hydraulic
1076,23-01-2024 03:27,72.41,0.64,3.54,58,46.97,84.29,1,Good_Maintenance
1069,30-01-2024 08:04,59.71,0.57,3.13,46,51.37,84.92,1,Good_Maintenance
1043,07-01-2024 02:16,74.88,0.41,3.31,70,50.2,73.27,0,Hydraulic
1072,11-01-2024 10:21,80.98,0.54,3.04,54,49.42,79.6,0,Hydraulic
1044,04-01-2024 00:07,68.88,0.82,2.76,34,41.12,72.75,0,Wear
1099,06-01-2024 06:54,69.46,0.55,2.66,29,61.9,77.85,1,Good_Maintenance
1055,01-01-2024 20:45,70.86,0.52,2.95,29,53.75,76.05,1,Good_Maintenance
1083,29-01-2024 11:31,60.26,0.79,3.37,26,59.7,85.26,0,Wear
1081,08-01-2024 04:35,71.13,0.57,3.3,54,55.98,74.53,0,Hydraulic
1056,24-01-2024 03:05,62.87,0.7,3.28,46,23.43,82.72,0,Electrical
1020,21-01-2024 15:14,69.95,0.67,3.52,37,59.04,78.51,1,Good_Maintenance
1067,12-01-2024 22:38,71.33,0.47,3.18,63,58.11,72.02,1,Good_Maintenance
1049,01-01-2024 23:35,74.25,0.45,3.96,49,52.4,75.88,1,Good_Maintenance
1032,02-01-2024 03:32,74.54,0.4,3.35,51,71.7,73.51,1,Good_Maintenance
1090,15-01-2024 04:46,62.58,0.45,2.81,71,60.45,75.91,0,Hydraulic
1006,14-01-2024 00:20,71.5,0.72,2.66,51,60.08,74.96,0,Wear
1069,03-01-2024 15:30,77.65,0.48,3.33,45,33.01,78.35,0,Mechanical
1014,12-01-2024 12:09,60.77,0.58,3.11,55,63.44,84.79,0,Hydraulic
1081,24-01-2024 19:59,83.96,0.56,2.74,39,56.78,75.74,0,Hydraulic
1031,10-01-2024 10:24,62.22,0.66,3.14,62,36.59,74.34,0,Mechanical
1074,19-01-2024 14:23,83.02,0.4,2.98,63,53.2,76.98,1,Overheating
1019,24-01-2024 06:49,62.36,0.76,3.02,60,33.12,78.49,1,Good_Maintenance
1087,09-01-2024 16:31,69.55,0.82,3.74,60,56.84,76.11,1,Good_Maintenance
1014,07-01-2024 13:51,68.46,0.6,3.49,25,51.82,73.53,1,Good_Maintenance
1047,05-01-2024 06:43,59.07,0.26,3.62,35,44.02,83.76,1,Good_Maintenance
1070,12-01-2024 03:45,75.59,0.47,3.89,29,57.06,82.88,1,Overheating
1020,13-01-2024 10:40,76,0.65,3.25,58,42.43,79.51,0,Mechanical
1041,28-01-2024 01:29,74.96,0.66,3.3,61,51.2,87.54,0,Hydraulic
1025,14-01-2024 07:14,68.01,0.56,3.33,29,61.07,92.37,1,Good_Maintenance
1013,28-01-2024 21:27,64.39,0.77,3.64,44,46.6,86.64,1,Good_Maintenance
1056,15-01-2024 01:09,78.79,0.51,3.62,69,40.5,69.48,1,Overheating
1036,19-01-2024 17:57,71.71,0.75,2.97,68,60.91,81.56,0,Wear
1057,15-01-2024 15:41,63.95,0.6,2.74,66,51.11,76.08,0,Hydraulic
1020,29-01-2024 01:11,71.72,0.52,2.77,37,70.08,78.21,1,Good_Maintenance
1081,08-01-2024 04:07,56.6,0.71,3.22,33,55.19,71.99,0,Wear
1068,05-01-2024 23:47,70.86,0.59,2.71,29,57.63,81.31,0,Hydraulic
1002,21-01-2024 14:45,75.25,0.73,3.35,62,53.64,88.66,0,Wear
1086,25-01-2024 06:28,68.56,1.04,2.35,56,55.57,79.67,0,Wear
1089,25-01-2024 02:48,75.69,0.46,3.95,54,56.09,85.08,0,Electrical
1036,27-01-2024 08:01,76.51,0.73,2.65,73,56.78,81.72,1,Overheating
1087,05-01-2024 21:15,72.2,0.7,2.94,52,38.83,83.82,1,Good_Maintenance
1048,08-01-2024 23:11,84.14,0.87,2.97,61,41.41,68.65,1,Overheating
1018,20-01-2024 18:20,80.83,0.74,3.79,52,56.62,82.16,0,Wear
1088,15-01-2024 15:11,75.02,0.84,3.2,67,50.93,84.24,0,Wear
1084,01-01-2024 09:42,72.84,0.45,2.77,30,42.37,88.52,0,Mechanical
1011,19-01-2024 04:29,67.95,0.41,3.17,65,53.01,72.8,1,Good_Maintenance
1060,11-01-2024 18:51,64.82,0.46,3.22,68,66.14,88.21,0,Hydraulic
1040,12-01-2024 13:52,76.38,0.58,3.35,53,51.91,78.35,0,Hydraulic
1032,29-01-2024 07:07,68.41,0.81,2.76,28,54.22,80.94,1,Good_Maintenance
1049,15-01-2024 01:23,61.89,0.84,3.55,42,54.54,84.72,0,Wear
1067,03-01-2024 03:00,63.58,0.55,3.25,39,43.9,84.63,1,Good_Maintenance
1070,10-01-2024 12:51,64.64,0.58,3.79,49,49.49,71.39,1,Good_Maintenance
1085,09-01-2024 12:54,84.03,0.42,3.13,28,29.11,80.58,1,Overheating
1032,15-01-2024 09:19,76.78,0.61,3.17,38,40.56,74.7,1,Overheating
1080,19-01-2024 06:45,70.27,0.57,3.13,74,49.21,80.27,0,Hydraulic
1023,16-01-2024 16:37,73.31,0.57,3.7,41,38.08,76.96,0,Electrical
1060,02-01-2024 07:43,74.24,0.78,3.47,58,49.8,71.7,0,Wear
1060,11-01-2024 02:31,63.05,0.66,2.91,43,47.04,74.93,1,Good_Maintenance
1097,20-01-2024 06:31,60.66,0.4,4.27,53,63.24,82.81,1,Good_Maintenance
1027,17-01-2024 20:38,78.41,0.22,2.94,46,70.23,81.74,1,Overheating
1057,18-01-2024 19:33,59.2,0.68,2.99,38,49.44,74.5,1,Good_Maintenance
1042,11-01-2024 12:21,69.86,0.63,3.59,60,53.77,77.13,0,Electrical
1040,02-01-2024 15:37,64.23,0.66,3.14,26,62.1,81.24,0,Hydraulic
1038,24-01-2024 08:15,71.77,0.63,2.77,69,49.95,81.46,0,Hydraulic
1085,20-01-2024 01:32,67.98,0.43,3.69,31,54.21,83.38,0,Electrical
1048,16-01-2024 18:45,74.27,0.57,4,52,36.06,81.16,1,Good_Maintenance
1016,07-01-2024 14:44,51.51,0.55,2.79,32,55.16,82.96,0,Hydraulic
1097,09-01-2024 02:58,78.97,0.59,3.69,53,62.77,79.67,1,Overheating
1069,15-01-2024 16:55,75.88,0.73,3,34,38.82,82.5,1,Overheating
1069,09-01-2024 13:14,78.09,0.51,2.37,45,33.41,88.02,1,Overheating
1097,02-01-2024 15:25,77.17,0.43,3.46,59,62.94,87.86,1,Overheating
1064,23-01-2024 05:37,72.51,0.8,2.45,28,46.83,80.18,1,Good_Maintenance
1073,23-01-2024 07:26,64.87,0.49,2.91,45,42.19,74.15,1,Good_Maintenance
1084,27-01-2024 06:23,73.51,0.77,3.09,62,50.97,86.72,0,Wear
1004,04-01-2024 21:42,72.32,0.92,3.19,49,44.54,68.25,1,Good_Maintenance
1001,22-01-2024 05:00,77.01,0.83,3.64,44,39.65,82.6,0,Wear
1021,29-01-2024 03:51,74.97,0.7,2.95,31,34.75,82.43,0,Mechanical
1056,02-01-2024 08:29,70.75,0.57,3.76,31,68.04,80.24,1,Good_Maintenance
1065,30-01-2024 17:20,73.47,0.74,3.16,56,66.67,81.98,0,Wear
1073,23-01-2024 03:52,74.17,0.6,2.77,56,47.51,73.4,0,Hydraulic
1097,23-01-2024 08:01,78.71,0.81,3.44,46,76.18,74.75,0,Wear
1015,12-01-2024 11:08,83.89,0.7,3.92,73,63.28,73.6,0,Electrical
1050,02-01-2024 07:59,74.78,0.66,3.02,49,49.51,74.21,1,Good_Maintenance
1038,30-01-2024 13:55,74.21,0.61,2.78,30,72.7,76.48,0,Hydraulic
1085,07-01-2024 16:17,68.22,0.53,2.97,51,29.56,79.11,0,Mechanical
1075,07-01-2024 18:12,67.25,0.6,2.51,42,47.92,84.99,1,Good_Maintenance
1087,24-01-2024 02:58,64.19,0.64,3.32,36,67.6,89.78,0,Hydraulic
1039,29-01-2024 04:57,44.4,0.56,2.58,52,46.59,75.86,0,Electrical
1037,05-01-2024 19:29,63.29,0.64,3.46,43,61.74,79.62,0,Electrical
1059,26-01-2024 18:37,68.62,0.75,3.09,67,40.19,80.49,0,Wear
1058,11-01-2024 00:56,67.55,0.64,3.48,41,43.39,75.55,0,Electrical
1009,15-01-2024 16:20,73.65,0.52,3.09,59,53.88,77.69,1,Good_Maintenance
1098,13-01-2024 15:05,63.57,0.19,3.39,39,56.62,88.46,0,Hydraulic
1063,27-01-2024 08:04,63.92,0.78,2.8,29,52.09,85.99,0,Good_Maintenance
1062,17-01-2024 20:00,53.09,0.58,3.31,60,45.87,86.6,1,Good_Maintenance
1048,16-01-2024 04:05,73.77,0.63,2.94,57,40.71,82.77,0,Mechanical
1063,07-01-2024 09:48,62.9,0.68,3.44,45,73.63,84.24,0,Electrical
1031,16-01-2024 01:26,64.27,0.68,3.14,59,53.5,81.82,0,Hydraulic
1006,09-01-2024 06:40,74.52,0.71,3.64,66,61.06,87.99,0,Wear
